"state","school_name","district","address","latitude","longitude","overall_score","state_rank","national_rank","ap_taken_pct","ap_passed_pct","math_proficiency","reading_proficiency","science_proficiency","graduation_rate","graduation_rate_raw","year","source_url"
"California","Redondo Beach Virtual Learning","Redondo Beach Unified School District","1401 Inglewood Ave., Redondo Beach, California 90278",33.865585655414,-118.36124808255,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/redondo-beach-unified-school-district/redondo-beach-virtual-learning-431957"
"California","PUC Triumph Charter High School","Puc Triumph Chrtr Academy & Puc Triumph Chrtr High District","13361 Glenoaks Blvd., Sylmar, California 91342",34.314661302599,-118.458976798493,91.95,201,1441,55,45,20,65,40,98,"98%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/puc-triumph-chrtr-academy--puc-triumph-chrtr-high-district/puc-triumph-charter-high-school-91755"
"California","Riverside Stem Academy","Riverside Unified School District","4466 Mt.vernon Ave., Riverside, California 92507",33.968430693954,-117.313726845961,99.76,6,43,100,87,91,100,95,94,"94%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/riverside-stem-academy-153507"
"California","Martin Luther King Jr. High School","Riverside Unified School District","9301 Wood Rd., Riverside, California 92508",33.882214563844,-117.332960412527,89.15,264,1943,41,33,45,77,40,96,"96%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/martin-luther-king-jr-high-school-3137"
"California","Ramona High School","Riverside Unified School District","7675 Magnolia Ave., Riverside, California 92504",33.939982887101,-117.412177478991,71.89,644,5032,36,22,17,51,21,98,"98%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/ramona-high-school-3135"
"California","Abraham Lincoln Continuation","Riverside Unified School District","4341 Victoria Ave., Riverside, California 92507",33.971167998356,-117.366005906436,,,,,,,,,75,"75%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/abraham-lincoln-continuation-3132"
"California","Riverbank High School","Riverbank Unified School District","6200 Claus Rd., Riverbank, California 95367",37.729078963622,-120.922002995017,37.64,1146,11162,28,18,14,37,15,96,"96%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverbank-unified-school-district/riverbank-high-school-1625"
"California","Riverside Virtual","Riverside Unified School District","3380 14th St., Riverside, California 92501",33.97433570499,-117.37450898086,60.26,842,7113,14,8,19,61,26,92,"92%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/riverside-virtual-3140"
"California","Summit View Independent Study","Riverside Unified School District","6401 Lincoln Ave., Riverside, California 92506",33.940628210906,-117.378939774372,39.21,1130,10882,,,10,59,21,92,"92%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/summit-view-independent-study-3136"
"California","Raincross High (Continuation)","Riverside Unified School District","6401 Lincoln Ave., Riverside, California 92506",33.940628210906,-117.378939774372,,,,,,,,,71,"71%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/raincross-high-continuation-3130"
"California","Opportunity Program","Riverside Unified School District","6401 Lincoln Ave., Riverside, California 92506",33.940628210906,-117.378939774372,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/opportunity-program-3138"
"California","Arlington High School","Riverside Unified School District","2951 Jackson St., Riverside, California 92503",33.913545262639,-117.430025955922,69.05,692,5541,41,22,16,55,19,94,"94%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/arlington-high-school-3131"
"California","Adelante High School","Riverbank Unified School District","6801 Seventh St., Riverbank, California 95367",37.737052246432,-120.929009467625,,,,,,,,,79,"79%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverbank-unified-school-district/adelante-high-school-1626"
"California","Roseland Charter School","Roseland Charter District","1691 Burbank Ave., Santa Rosa, California 95407",38.421262557855,-122.734559139898,72.93,622,4845,32,23,25,56,21,97,"97%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/roseland-charter-district/roseland-charter-school-3141"
"California","Polytechnic High School","Riverside Unified School District","5450 Victoria Ave., Riverside, California 92506",33.95267738191,-117.370282690423,82.38,435,3154,39,27,22,67,33,96,"96%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/polytechnic-high-school-3134"
"California","Cbk Charter","Riverside County Office of Education","3939 13th St., Riverside, California 92501",33.978518670508,-117.38054530252,,,,,,,,,30,"30%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-county-office-of-education/cbk-charter-153530"
"California","John W. North High School","Riverside Unified School District","1550 West Third St., Riverside, California 92507",33.98297480548,-117.344986090185,63.32,792,6565,25,16,17,47,21,95,"95%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-unified-school-district/john-w-north-high-school-3133"
"California","Granite Bay High School","Roseville Joint Union High","1 Grizzly Way, Granite Bay, California 95746",38.731576020298,-121.21431225782,95.62,104,784,70,58,59,84,61,95,"95%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/roseville-joint-union-high/granite-bay-high-school-3146"
"California","Leadership Military Academy","Riverside County Education Academy District","13730 Perris Blvd., Moreno Valley, California 92553",33.921734888825,-117.226327448072,,,,,,,,,91,"91%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/riverside-county-education-academy-district/leadership-military-academy-141014"
"California","Oakmont High School","Roseville Joint Union High","1710 Cirby Way, Roseville, California 95661",38.729502594065,-121.260172553966,85.77,350,2547,49,36,39,76,48,89,"89%","2025-2026","https://www.usnews.com/education/best-high-schools/california/districts/roseville-joint-union-high/oakmont-high-school-3144"
